Text,Lebel
তিনি জনগণের মনে আতঙ্ক ছড়াতে চেয়েছেন,Hate
তিনি রাষ্ট্রবিরোধীদের সঙ্গে যোগাযোগ রাখতেন,Hate
তিনি রাজনৈতিকভাবে উদ্দেশ্যপ্রণোদিতভাবে কাজ করেছেন,Hate
তিনি দেশের স্থিতিশীলতা নষ্টের অপচেষ্টা করেছেন,Hate
তিনি আইনের প্রতি অবজ্ঞা দেখিয়েছেন,Hate
তিনি ষড়যন্ত্রমূলক রাজনৈতিক কার্যকলাপে যুক্ত ছিলেন,Hate
তিনি নিরাপত্তা পরিস্থিতি ক্ষুণ্ন করতে চেয়েছিলেন,Hate
তিনি গোপনে রাষ্ট্রবিরোধী সম্পৃক্ততা দেখিয়েছেন,Hate
তিনি আইনশৃঙ্খলা বাহিনীকে বিভ্রান্ত করেছেন,Hate
তিনি অস্থিতিশীলতা বাড়ানোর পরিকল্পনা করেছিলেন,Hate
তিনি জনগণের নিরাপত্তা দুর্বল করার চেষ্টা করেছেন,Hate
তিনি রাজনৈতিক পরিস্থিতি উত্তেজনাপূর্ণ করেছেন,Hate
তিনি গোপন বৈঠকে অরাজকতার পরিকল্পনা করেছেন,Hate
তিনি আইন ভঙ্গ করে নানা কার্যকলাপ করেছেন,Hate
তিনি দেশের স্বার্থবিরোধী কর্মকাণ্ডে জড়িত,Hate
তিনি রাজনৈতিকভাবে বিপজ্জনক অবস্থান নিয়েছিলেন,Hate
তিনি দেশবিরোধী নেটওয়ার্কের অংশ ছিলেন,Hate
তিনি অভিযোগ এড়িয়ে যেতে চেয়েছেন,Hate
তিনি রাষ্ট্রের ক্ষতি করতে চেয়েছেন,Hate
তিনি জনগণকে সংঘাতে ঠেলে দিতে চেয়েছিলেন,Hate
তিনি আইনশৃঙ্খলা পরিস্থিতি ঘোলাটে করতে চেয়েছেন,Hate
তিনি সন্ত্রাসবিরোধী আইনের দায়ে জড়িত,Hate
তিনি পরিকল্পিতভাবে বিশৃঙ্খলা ছড়াতে চেয়েছিলেন,Hate
তিনি দেশের ভাবমূর্তি ক্ষুণ্ন করার চেষ্টা করেছেন,Hate
তিনি রাজনৈতিকভাবে উত্তেজনা বাড়িয়েছেন,Hate
তিনি অন্ধকারে দেশবিরোধী কার্যকলাপ করতেন,Hate
তিনি দেশের বিরুদ্ধে ষড়যন্ত্রকারী চক্রের সঙ্গী ছিলেন,Hate
তিনি রাজনৈতিক সহিংসতার পরিকল্পনায় যুক্ত ছিলেন,Hate
তিনি সরকারের উপর চাপ তৈরি করতে চেয়েছিলেন,Hate
তিনি জনগণের আস্থা নষ্ট করেছেন,Hate
তিনি রাষ্ট্রবিরোধী প্রচারণার অংশ ছিলেন,Hate
তিনি আইনের প্রতি শ্রদ্ধা দেখাতে ব্যর্থ,Hate
তিনি বিদেশি প্রভাব ব্যবহার করতে চেয়েছিলেন,Hate
তিনি রাজনৈতিকভাবে দেশের ক্ষতি করেছেন,Hate
তিনি নিরাপত্তা ঝুঁকি বাড়িয়েছেন,Hate
তিনি নেতৃত্বের নামে অশান্তি ছড়িয়েছেন,Hate
তিনি দলের ভেতরে বিভাজন তৈরি করেছিলেন,Hate
তিনি ক্ষমতার জন্য যেকোনো পথে যেতে প্রস্তুত ছিলেন,Hate
তিনি জিজ্ঞাসাবাদে অসদাচরণ করেছেন,Hate
তিনি অপরাধমূলক কার্যকলাপ ঢাকতে চেষ্টা করেছেন,Hate
তিনি দেশের নিরাপত্তাকে হুমকির মুখে ঠেলে দিয়েছেন,Hate
তিনি অসৎ রাজনৈতিক কর্মকাণ্ডে যুক্ত ছিলেন,Hate
তিনি জনগণের আস্থা অর্জনে ব্যর্থ ছিলেন,Hate
তিনি নিজের স্বার্থে দেশকে ঝুঁকিতে ফেলেছেন,Hate
তিনি আইনশৃঙ্খলা রক্ষাকারী বাহিনীকে ধোঁকা দিয়েছেন,Hate
তিনি রাজনৈতিক স্থিতিশীলতা নষ্ট করেছেন,Hate
তিনি দেশবিরোধী কার্যকলাপে সাহস দেখিয়েছেন,Hate
তিনি পরিকল্পিতভাবে দেশে বিশৃঙ্খলা বাড়িয়েছেন,Hate
তিনি অপরাধীদের সঙ্গে যোগাযোগ রেখেছেন,Hate
তিনি আন্দোলনকে সহিংস করার চেষ্টা করেছিলেন,Hate
তিনি দায়িত্ব থেকে সরে গিয়ে দলের ক্ষতি করেছেন,Hate
তিনি নিজের পদ ব্যবহার করে অনৈতিক কাজ করেছেন,Hate
তিনি ষড়যন্ত্রে জড়িত থাকার বিষয়টি অস্বীকার করতে চেয়েছেন,Hate
